nomPays;sexe;annee;taux
PRT;WOMEN;1999;10,1
PRT;WOMEN;2006;11
PRT;WOMEN;2014;10,9
PRT;WOMEN;2019;9
SVK;MEN;2003;32,8
SVK;MEN;2009;27,1
SVK;MEN;2014;30,4
SVK;MEN;2019;26,9
SVK;WOMEN;2003;14,3
SVK;WOMEN;2009;12,5
SVK;WOMEN;2014;15,8
SVK;WOMEN;2019;15,4
ESP;MEN;1985;55
ESP;MEN;1987;55,1
ESP;MEN;1989;51,5
ESP;MEN;1993;44
ESP;MEN;1995;43,5
ESP;MEN;1997;42,1
ESP;MEN;2001;39,2
ESP;MEN;2003;34,2
ESP;MEN;2006;31,6
ESP;MEN;2009;31,2
ESP;MEN;2011;27,9
ESP;MEN;2014;27,6
ESP;MEN;2017;25,6
ESP;MEN;2020;23,3
ESP;WOMEN;1985;27
ESP;WOMEN;1987;22,9
ESP;WOMEN;1989;21,4
ESP;WOMEN;1993;20,8
ESP;WOMEN;1995;24,5
ESP;WOMEN;1997;24,8
ESP;WOMEN;2001;24,6
ESP;WOMEN;2003;22,4
ESP;WOMEN;2006;21,5
ESP;WOMEN;2009;21,3
ESP;WOMEN;2011;20,2
ESP;WOMEN;2014;18,6
ESP;WOMEN;2017;18,8
ESP;WOMEN;2020;16,4
SWE;MEN;1977;40,9
SWE;MEN;1980;36,3
SWE;MEN;1981;34
SWE;MEN;1982;33,7
SWE;MEN;1983;31,8
SWE;MEN;1984;33,2
SWE;MEN;1985;29,9
SWE;MEN;1986;28,8
SWE;MEN;1987;29,3
SWE;MEN;1988;27,7
SWE;MEN;1989;25,5
SWE;MEN;1990;25,8
SWE;MEN;1991;25,7
SWE;MEN;1992;25,2
SWE;MEN;1993;23,3
SWE;MEN;1994;21,6
SWE;MEN;1995;22
SWE;MEN;1996;21,2
SWE;MEN;1997;16,5
SWE;MEN;1998;17
SWE;MEN;1999;19,2
SWE;MEN;2000;16,8
SWE;MEN;2001;17,9
SWE;MEN;2002;18,8
SWE;MEN;2003;17,8
SWE;MEN;2004;16,9
SWE;MEN;2005;17,6
SWE;MEN;2006;16,3
SWE;MEN;2007;14,9
SWE;MEN;2008;16,3
SWE;MEN;2009;14,6
SWE;MEN;2010;14,7
SWE;MEN;2011;13,9
SWE;MEN;2012;12,4
SWE;MEN;2013;9,8
SWE;MEN;2014;11,7
SWE;MEN;2015;11,7
SWE;MEN;2016;10,6
SWE;MEN;2017;10,5
SWE;MEN;2018;11
SWE;MEN;2019;10,1
SWE;WOMEN;1977;32,3
SWE;WOMEN;1980;28,7
SWE;WOMEN;1981;26,9
SWE;WOMEN;1982;27,7
SWE;WOMEN;1983;26,4
SWE;WOMEN;1984;28
SWE;WOMEN;1985;27,2
SWE;WOMEN;1986;26,5
SWE;WOMEN;1987;26,1
SWE;WOMEN;1988;26,3
SWE;WOMEN;1989;26,2
SWE;WOMEN;1990;25,9
SWE;WOMEN;1991;24,4
SWE;WOMEN;1992;26,6
SWE;WOMEN;1993;23,4
SWE;WOMEN;1994;23,8
SWE;WOMEN;1995;23,6
SWE;WOMEN;1996;23,3
SWE;WOMEN;1997;21,9
SWE;WOMEN;1998;21,1
SWE;WOMEN;1999;19,4
SWE;WOMEN;2000;21
SWE;WOMEN;2001;19,9
SWE;WOMEN;2002;16,1
SWE;WOMEN;2003;16,5
SWE;WOMEN;2004;14,8
SWE;WOMEN;2005;13,8
SWE;WOMEN;2006;14,1
SWE;WOMEN;2007;12,8
SWE;WOMEN;2008;12,9
SWE;WOMEN;2009;13,3
SWE;WOMEN;2010;12,5
SWE;WOMEN;2011;12,4
SWE;WOMEN;2012;13,1
SWE;WOMEN;2013;11,7
SWE;WOMEN;2014;12,1
SWE;WOMEN;2015;10,7
SWE;WOMEN;2016;11,2
SWE;WOMEN;2017;10,3
SWE;WOMEN;2018;9,2
SWE;WOMEN;2019;10,6
CHE;MEN;1992;34
CHE;MEN;1997;33,5
CHE;MEN;2002;30,7
CHE;MEN;2007;23,4
CHE;MEN;2012;23,1
CHE;MEN;2017;21,5
CHE;WOMEN;1992;22,9
CHE;WOMEN;1997;24,7
CHE;WOMEN;2002;22,7
CHE;WOMEN;2007;17,6
CHE;WOMEN;2012;17,8
CHE;WOMEN;2017;16,8
TUR;MEN;1989;67,6
TUR;MEN;1995;62,8
TUR;MEN;2003;51,1
TUR;MEN;2006;50,6
TUR;MEN;2008;43,8
TUR;MEN;2010;39
TUR;MEN;2012;37,3
TUR;MEN;2014;41,8
TUR;MEN;2016;40,1
TUR;MEN;2019;41,3
TUR;WOMEN;1989;27,1
TUR;WOMEN;1995;24,3
TUR;WOMEN;2003;17,8
TUR;WOMEN;2006;16,6
TUR;WOMEN;2008;11,6
TUR;WOMEN;2010;12,3
TUR;WOMEN;2012;10,7
TUR;WOMEN;2014;13,1
TUR;WOMEN;2016;13,3
TUR;WOMEN;2019;14,9
GBR;MEN;1960;61
GBR;MEN;1961;59
GBR;MEN;1962;57
GBR;MEN;1963;54
GBR;MEN;1964;54
GBR;MEN;1965;54
GBR;MEN;1966;54
GBR;MEN;1967;54
GBR;MEN;1968;55
GBR;MEN;1969;54
GBR;MEN;1970;55
GBR;MEN;1971;51
GBR;MEN;1972;51
GBR;MEN;1973;49
GBR;MEN;1974;51
GBR;MEN;1976;46
GBR;MEN;1978;45
GBR;MEN;1980;42
GBR;MEN;1982;38
GBR;MEN;1984;36
GBR;MEN;1986;35
GBR;MEN;1988;33
GBR;MEN;1990;31
GBR;MEN;1992;30
GBR;MEN;1994;28
GBR;MEN;1996;29
GBR;MEN;1998;28
GBR;MEN;2000;29
GBR;MEN;2001;28
GBR;MEN;2002;27
GBR;MEN;2003;28
GBR;MEN;2004;26
GBR;MEN;2005;25
GBR;MEN;2006;23
GBR;MEN;2007;22
GBR;MEN;2008;22
GBR;MEN;2009;22
GBR;MEN;2010;21
GBR;MEN;2011;21
GBR;MEN;2012;22
GBR;MEN;2013;22
GBR;MEN;2014;20
GBR;MEN;2015;19,1
GBR;MEN;2016;17,7
GBR;MEN;2017;18,7
GBR;MEN;2018;17
GBR;MEN;2019;17,7
GBR;WOMEN;1960;42
GBR;WOMEN;1961;43
GBR;WOMEN;1962;42
GBR;WOMEN;1963;43
GBR;WOMEN;1964;41
GBR;WOMEN;1965;42
GBR;WOMEN;1966;45
GBR;WOMEN;1967;44
GBR;WOMEN;1968;43
GBR;WOMEN;1969;44
GBR;WOMEN;1970;44
GBR;WOMEN;1971;42
GBR;WOMEN;1972;42
GBR;WOMEN;1973;43
GBR;WOMEN;1974;41
GBR;WOMEN;1976;38
GBR;WOMEN;1978;37
GBR;WOMEN;1980;37
GBR;WOMEN;1982;33
GBR;WOMEN;1984;32
GBR;WOMEN;1986;31
GBR;WOMEN;1988;30
GBR;WOMEN;1990;30
GBR;WOMEN;1992;28
GBR;WOMEN;1994;26
GBR;WOMEN;1996;27
GBR;WOMEN;1998;27
GBR;WOMEN;2000;25
GBR;WOMEN;2001;26
GBR;WOMEN;2002;25
GBR;WOMEN;2003;24
GBR;WOMEN;2004;23
GBR;WOMEN;2005;23
GBR;WOMEN;2006;21
GBR;WOMEN;2007;20
GBR;WOMEN;2008;21
GBR;WOMEN;2009;20
GBR;WOMEN;2010;20
GBR;WOMEN;2011;19
GBR;WOMEN;2012;19
GBR;WOMEN;2013;17
GBR;WOMEN;2014;17
GBR;WOMEN;2015;16,6
GBR;WOMEN;2016;14,5
GBR;WOMEN;2017;15
GBR;WOMEN;2018;16,2
GBR;WOMEN;2019;13,8
USA;MEN;1965;51,9
USA;MEN;1966;52,5
USA;MEN;1967;47,8
USA;MEN;1968;45,9
USA;MEN;1970;44,1
USA;MEN;1974;43,1
USA;MEN;1976;41,9
USA;MEN;1977;40,9
USA;MEN;1978;38
USA;MEN;1979;37,4
USA;MEN;1980;37,4
USA;MEN;1983;35,1
USA;MEN;1985;32,6
USA;MEN;1987;31,2
USA;MEN;1988;30,8
USA;MEN;1990;28,4
USA;MEN;1991;24,2
USA;MEN;1992;23,6
USA;MEN;1993;22,3
USA;MEN;1994;22,9
USA;MEN;1995;22
USA;MEN;1997;22,6
USA;MEN;1998;21,6
USA;MEN;1999;20,8
USA;MEN;2000;21,2
USA;MEN;2001;20,3
USA;MEN;2002;20,5
USA;MEN;2003;19,4
USA;MEN;2004;19
USA;MEN;2005;19,1
USA;MEN;2006;19
USA;MEN;2007;17,1
USA;MEN;2008;17,9
USA;MEN;2009;17,9
USA;MEN;2010;16,7
USA;MEN;2011;16,4
USA;MEN;2012;15,9
USA;MEN;2013;15,6
USA;MEN;2014;14
USA;MEN;2015;12,2
USA;MEN;2016;13,2
USA;MEN;2017;11,5
USA;MEN;2018;11,5
USA;MEN;2019;11,7
USA;WOMEN;1965;33,9
USA;WOMEN;1966;33,9
USA;WOMEN;1967;31,4
USA;WOMEN;1968;30,5
USA;WOMEN;1970;31,5
USA;WOMEN;1974;32,1
USA;WOMEN;1976;32
USA;WOMEN;1977;32,1
USA;WOMEN;1978;30,6
USA;WOMEN;1979;29,9
USA;WOMEN;1980;29,3
USA;WOMEN;1983;29,5
USA;WOMEN;1985;27,9
USA;WOMEN;1987;26,5
USA;WOMEN;1988;25,7
USA;WOMEN;1990;22,8
USA;WOMEN;1991;20,2
USA;WOMEN;1992;21,2
USA;WOMEN;1993;18,7
USA;WOMEN;1994;19,1
USA;WOMEN;1995;18,3
USA;WOMEN;1997;18,1
USA;WOMEN;1998;18,2
USA;WOMEN;1999;17,8
USA;WOMEN;2000;17,3
USA;WOMEN;2001;17,1
USA;WOMEN;2002;16,5
USA;WOMEN;2003;15,7
USA;WOMEN;2004;15,1
USA;WOMEN;2005;14,9
USA;WOMEN;2006;14,5
USA;WOMEN;2007;13,7
USA;WOMEN;2008;15,1
USA;WOMEN;2009;14,4
USA;WOMEN;2010;13,6
USA;WOMEN;2011;13,3
USA;WOMEN;2012;12,5
USA;WOMEN;2013;11,9
USA;WOMEN;2014;11,8
USA;WOMEN;2015;10,7
USA;WOMEN;2016;10,5
USA;WOMEN;2017;9,5
USA;WOMEN;2018;9,1
USA;WOMEN;2019;10
BRA;MEN;2003;21,8
BRA;MEN;2006;20,3
BRA;MEN;2007;20,9
BRA;MEN;2008;20,5
BRA;MEN;2009;19
BRA;MEN;2010;17,9
BRA;MEN;2011;18,1
BRA;MEN;2012;15,5
BRA;MEN;2013;14,4
BRA;MEN;2014;12,8
BRA;MEN;2015;12,8
BRA;MEN;2016;12,7
BRA;MEN;2017;13,2
BRA;MEN;2018;12,1
BRA;MEN;2019;12,3
BRA;WOMEN;2003;13,7
BRA;WOMEN;2006;12,8
BRA;WOMEN;2007;12,6
BRA;WOMEN;2008;12,4
BRA;WOMEN;2009;12,5
BRA;WOMEN;2010;12,7
BRA;WOMEN;2011;12
BRA;WOMEN;2012;9,2
BRA;WOMEN;2013;8,6
BRA;WOMEN;2014;9
BRA;WOMEN;2015;8,3
BRA;WOMEN;2016;8
BRA;WOMEN;2017;7,5
BRA;WOMEN;2018;6,9
BRA;WOMEN;2019;7,7
CHL;MEN;2003;38,8
CHL;MEN;2009;33,7
CHL;MEN;2016;28,2
CHL;WOMEN;2003;28,5
CHL;WOMEN;2009;26
CHL;WOMEN;2016;20,9
CHN;MEN;2007;45,1
CHN;MEN;2010;44,1
CHN;MEN;2012;43,5
CHN;MEN;2014;42,7
CHN;MEN;2016;42,1
CHN;MEN;2018;41,5
CHN;WOMEN;2007;2,2
CHN;WOMEN;2010;2
CHN;WOMEN;2012;1,8
CHN;WOMEN;2014;1,7
CHN;WOMEN;2016;1,6
CHN;WOMEN;2018;1,5
COL;MEN;2008;23,8
COL;MEN;2013;18,8
COL;WOMEN;2008;11,1
COL;WOMEN;2013;7,4
CRI;MEN;1990;28
CRI;MEN;1991;27,2
CRI;MEN;1992;26,4
CRI;MEN;1993;25,6
CRI;MEN;1994;24,8
CRI;MEN;1995;24,2
CRI;MEN;1996;23,2
CRI;MEN;1997;22,3
CRI;MEN;1998;21,5
CRI;MEN;1999;20,7
CRI;MEN;2000;18,7
CRI;MEN;2001;19,1
CRI;MEN;2002;18,3
CRI;MEN;2003;17,5
CRI;MEN;2004;16,7
CRI;MEN;2005;15,9
CRI;MEN;2006;15,1
CRI;MEN;2007;14,3
CRI;MEN;2008;13,5
CRI;MEN;2009;12,7
CRI;MEN;2010;11,8
CRI;MEN;2011;11
CRI;MEN;2012;10,2
CRI;MEN;2013;9,4
CRI;MEN;2014;8,6
CRI;MEN;2015;8,7
CRI;MEN;2016;7
CRI;MEN;2017;6,2
CRI;MEN;2018;5,4
CRI;WOMEN;1990;7,6
CRI;WOMEN;1991;7,4
CRI;WOMEN;1992;7,3
CRI;WOMEN;1993;7,1
CRI;WOMEN;1994;7
CRI;WOMEN;1995;5,3
CRI;WOMEN;1996;6,6
CRI;WOMEN;1997;6,5
CRI;WOMEN;1998;6,3
CRI;WOMEN;1999;6,1
CRI;WOMEN;2000;6,1
CRI;WOMEN;2001;5,8
CRI;WOMEN;2002;5,7
CRI;WOMEN;2003;5,5
CRI;WOMEN;2004;5,3
CRI;WOMEN;2005;5,2
CRI;WOMEN;2006;5
CRI;WOMEN;2007;4,8
CRI;WOMEN;2008;4,7
CRI;WOMEN;2009;4,5
CRI;WOMEN;2010;4,4
CRI;WOMEN;2011;4,2
CRI;WOMEN;2012;4
CRI;WOMEN;2013;3,9
CRI;WOMEN;2014;3,7
CRI;WOMEN;2015;2,9
CRI;WOMEN;2016;3,4
CRI;WOMEN;2017;3,2
CRI;WOMEN;2018;3,1
EST;MEN;1990;44,2
EST;MEN;1992;45,1
EST;MEN;1994;49,5
EST;MEN;1996;45,4
EST;MEN;1998;43,2
EST;MEN;2000;45
EST;MEN;2002;43,9
EST;MEN;2004;47,7
EST;MEN;2006;40,5
EST;MEN;2008;38,6
EST;MEN;2010;36,8
EST;MEN;2012;36,2
EST;MEN;2014;31,4
EST;MEN;2016;29,9
EST;MEN;2018;23,4
EST;MEN;2020;25,7
EST;WOMEN;1990;14,5
EST;WOMEN;1992;17,9
EST;WOMEN;1994;21,4
EST;WOMEN;1996;20,8
EST;WOMEN;1998;19,3
EST;WOMEN;2000;20
EST;WOMEN;2002;17,5
EST;WOMEN;2004;21,1
EST;WOMEN;2006;19,5
EST;WOMEN;2008;17,1
EST;WOMEN;2010;18,7
EST;WOMEN;2012;18,3
EST;WOMEN;2014;15,8
EST;WOMEN;2016;15,5
EST;WOMEN;2018;12,9
EST;WOMEN;2020;12,6
IND;MEN;2007;20,3
IND;MEN;2010;20
IND;MEN;2012;19,6
IND;MEN;2014;19,4
IND;MEN;2016;19,1
IND;MEN;2018;18,9
IND;WOMEN;2007;3,6
IND;WOMEN;2010;2,7
IND;WOMEN;2012;2,2
IND;WOMEN;2014;1,7
IND;WOMEN;2016;1,4
IND;WOMEN;2018;1,2
IDN;MEN;2007;52,3
IDN;MEN;2010;52,9
IDN;MEN;2012;53,6
IDN;MEN;2014;53,8
IDN;MEN;2016;54,1
IDN;MEN;2018;54,4
IDN;WOMEN;2007;1,5
IDN;WOMEN;2010;1,2
IDN;WOMEN;2012;1,1
IDN;WOMEN;2014;0,9
IDN;WOMEN;2016;0,8
IDN;WOMEN;2018;0,7
ISR;MEN;1996;34,1
ISR;MEN;2000;34
ISR;MEN;2002;29,1
ISR;MEN;2004;27,8
ISR;MEN;2006;25,6
ISR;MEN;2008;26,7
ISR;MEN;2010;24,8
ISR;MEN;2013;21,9
ISR;MEN;2014;23,2
ISR;MEN;2016;25,3
ISR;MEN;2017;21,3
ISR;MEN;2019;21,7
ISR;WOMEN;1996;16
ISR;WOMEN;2000;15,4
ISR;WOMEN;2002;15,3
ISR;WOMEN;2004;15,7
ISR;WOMEN;2006;13,9
ISR;WOMEN;2008;11,1
ISR;WOMEN;2010;12,6
ISR;WOMEN;2013;10,8
ISR;WOMEN;2014;11,4
ISR;WOMEN;2016;14,1
ISR;WOMEN;2017;12,8
ISR;WOMEN;2019;11,4
LVA;MEN;2008;46,3
LVA;MEN;2014;37
LVA;MEN;2019;35,2
LVA;WOMEN;2008;13
LVA;WOMEN;2014;14,6
LVA;WOMEN;2019;12,3
LTU;MEN;2005;42,1
LTU;MEN;2014;33,9
LTU;MEN;2019;29,9
LTU;WOMEN;2005;9,8
LTU;WOMEN;2014;9,2
LTU;WOMEN;2019;9,7
RUS;MEN;1991;47
RUS;MEN;1998;62
RUS;MEN;2000;62,2
RUS;MEN;2001;60,4
RUS;MEN;2004;61,3
RUS;MEN;2009;60,7
RUS;MEN;2016;49,5
RUS;MEN;2017;45,9
RUS;MEN;2018;44,7
RUS;MEN;2019;43,2
RUS;WOMEN;1991;12
RUS;WOMEN;1998;10,9
RUS;WOMEN;2000;12,6
RUS;WOMEN;2001;15,5
RUS;WOMEN;2004;15
RUS;WOMEN;2009;21,7
RUS;WOMEN;2016;14,4
RUS;WOMEN;2017;13,9
RUS;WOMEN;2018;13,7
RUS;WOMEN;2019;13,3
SVN;MEN;2007;22,4
SVN;MEN;2014;21,8
SVN;MEN;2019;19,3
SVN;WOMEN;2007;15,5
SVN;WOMEN;2014;16
SVN;WOMEN;2019;15,6
ZAF;MEN;2007;29,9
ZAF;MEN;2010;29,5
ZAF;MEN;2012;29,3
ZAF;MEN;2014;29,2
ZAF;MEN;2016;29
ZAF;MEN;2018;28,8
ZAF;WOMEN;2007;7,9
ZAF;WOMEN;2010;7,3
ZAF;WOMEN;2012;6,9
ZAF;WOMEN;2014;6,5
ZAF;WOMEN;2016;6,1
ZAF;WOMEN;2018;5,8
