nomPays;sexe;annee;taux
DNK;MEN;1972;64
DNK;MEN;1973;63
DNK;MEN;1974;64
DNK;MEN;1975;60
DNK;MEN;1976;61
DNK;MEN;1977;59
DNK;MEN;1978;57
DNK;MEN;1979;57
DNK;MEN;1980;57
DNK;MEN;1981;54
DNK;MEN;1982;53
DNK;MEN;1983;54
DNK;MEN;1984;51
DNK;MEN;1985;51
DNK;MEN;1986;53
DNK;MEN;1987;50
DNK;MEN;1988;47
DNK;MEN;1989;47
DNK;MEN;1990;47
DNK;MEN;1991;47
DNK;MEN;1992;46
DNK;MEN;1993;45
DNK;MEN;1994;39
DNK;MEN;1995;38
DNK;MEN;1996;36
DNK;MEN;1997;34
DNK;MEN;1998;32
DNK;MEN;1999;35
DNK;MEN;2000;32
DNK;MEN;2001;33,5
DNK;MEN;2002;30,5
DNK;MEN;2003;31
DNK;MEN;2004;29
DNK;MEN;2005;28
DNK;MEN;2006;26
DNK;MEN;2007;28
DNK;MEN;2008;24
DNK;MEN;2009;22
DNK;MEN;2010;22,7
DNK;MEN;2013;18,6
DNK;MEN;2017;18,5
DNK;WOMEN;1970;47
DNK;WOMEN;1971;45
DNK;WOMEN;1972;46
DNK;WOMEN;1973;46
DNK;WOMEN;1974;46
DNK;WOMEN;1975;46
DNK;WOMEN;1976;47
DNK;WOMEN;1977;47
DNK;WOMEN;1978;46
DNK;WOMEN;1979;45
DNK;WOMEN;1980;44
DNK;WOMEN;1981;44
DNK;WOMEN;1982;43
DNK;WOMEN;1983;43
DNK;WOMEN;1984;43
DNK;WOMEN;1985;42
DNK;WOMEN;1986;45
DNK;WOMEN;1987;42
DNK;WOMEN;1988;42
DNK;WOMEN;1989;41
DNK;WOMEN;1990;42
DNK;WOMEN;1991;41
DNK;WOMEN;1992;39
DNK;WOMEN;1993;39
DNK;WOMEN;1994;35
DNK;WOMEN;1995;33
DNK;WOMEN;1996;32
DNK;WOMEN;1997;30
DNK;WOMEN;1998;30
DNK;WOMEN;1999;27
DNK;WOMEN;2000;29
DNK;WOMEN;2001;25,5
DNK;WOMEN;2002;26
DNK;WOMEN;2003;25
DNK;WOMEN;2004;23
DNK;WOMEN;2005;24
DNK;WOMEN;2006;23
DNK;WOMEN;2007;21
DNK;WOMEN;2008;22
DNK;WOMEN;2009;17
DNK;WOMEN;2010;19,3
DNK;WOMEN;2013;15,5
DNK;WOMEN;2017;15,4
FIN;MEN;1978;35,9
FIN;MEN;1979;35,5
FIN;MEN;1980;35,2
FIN;MEN;1981;35,6
FIN;MEN;1982;32
FIN;MEN;1983;31,5
FIN;MEN;1984;33,6
FIN;MEN;1985;31,9
FIN;MEN;1986;32,9
FIN;MEN;1987;33,2
FIN;MEN;1988;33,4
FIN;MEN;1989;33,3
FIN;MEN;1990;32,4
FIN;MEN;1991;33,3
FIN;MEN;1992;32,8
FIN;MEN;1993;30,1
FIN;MEN;1994;27,1
FIN;MEN;1995;29,1
FIN;MEN;1996;27,3
FIN;MEN;1997;29,6
FIN;MEN;1998;30,2
FIN;MEN;1999;27
FIN;MEN;2000;27,3
FIN;MEN;2001;28,2
FIN;MEN;2002;27,5
FIN;MEN;2003;25,7
FIN;MEN;2004;27,1
FIN;MEN;2005;26
FIN;MEN;2006;24,4
FIN;MEN;2007;25,8
FIN;MEN;2008;24
FIN;MEN;2009;21,9
FIN;MEN;2010;23,2
FIN;MEN;2011;21,9
FIN;MEN;2012;20,9
FIN;MEN;2013;19,1
FIN;MEN;2014;17,2
FIN;MEN;2015;18,7
FIN;MEN;2016;16
FIN;MEN;2017;15
FIN;MEN;2018;15
FIN;MEN;2019;16
FIN;MEN;2020;14
FIN;WOMEN;1978;17,4
FIN;WOMEN;1979;18,3
FIN;WOMEN;1980;16,6
FIN;WOMEN;1981;18,5
FIN;WOMEN;1982;16
FIN;WOMEN;1983;18,5
FIN;WOMEN;1984;17,1
FIN;WOMEN;1985;14,3
FIN;WOMEN;1986;18,3
FIN;WOMEN;1987;21,1
FIN;WOMEN;1988;20,3
FIN;WOMEN;1989;19,2
FIN;WOMEN;1990;20
FIN;WOMEN;1991;21,6
FIN;WOMEN;1992;20
FIN;WOMEN;1993;18,6
FIN;WOMEN;1994;18,6
FIN;WOMEN;1995;19,5
FIN;WOMEN;1996;18,2
FIN;WOMEN;1997;19,7
FIN;WOMEN;1998;20,4
FIN;WOMEN;1999;20,1
FIN;WOMEN;2000;20,3
FIN;WOMEN;2001;19,7
FIN;WOMEN;2002;19,9
FIN;WOMEN;2003;19,3
FIN;WOMEN;2004;19,5
FIN;WOMEN;2005;18,2
FIN;WOMEN;2006;18,9
FIN;WOMEN;2007;16,6
FIN;WOMEN;2008;17,6
FIN;WOMEN;2009;16
FIN;WOMEN;2010;15,7
FIN;WOMEN;2011;14,8
FIN;WOMEN;2012;14
FIN;WOMEN;2013;13,2
FIN;WOMEN;2014;14
FIN;WOMEN;2015;14,5
FIN;WOMEN;2016;15
FIN;WOMEN;2017;12
FIN;WOMEN;2018;13
FIN;WOMEN;2019;10
FIN;WOMEN;2020;11
FRA;MEN;1960;57
FRA;MEN;1965;43
FRA;MEN;1967;45
FRA;MEN;1988;36
FRA;MEN;1989;37
FRA;MEN;1990;39
FRA;MEN;1991;39
FRA;MEN;1992;37
FRA;MEN;1993;36
FRA;MEN;1994;35
FRA;MEN;1995;36
FRA;MEN;1996;30
FRA;MEN;1997;34
FRA;MEN;1998;34
FRA;MEN;1999;34
FRA;MEN;2000;33,7
FRA;MEN;2005;32
FRA;MEN;2010;33,1
FRA;MEN;2014;32,9
FRA;MEN;2015;33,1
FRA;MEN;2016;33
FRA;MEN;2017;29,8
FRA;MEN;2018;28,2
FRA;MEN;2019;27,5
FRA;WOMEN;1960;11
FRA;WOMEN;1965;10
FRA;WOMEN;1967;10
FRA;WOMEN;1988;18
FRA;WOMEN;1989;19
FRA;WOMEN;1990;22
FRA;WOMEN;1991;22
FRA;WOMEN;1992;22
FRA;WOMEN;1993;21
FRA;WOMEN;1994;21
FRA;WOMEN;1995;21
FRA;WOMEN;1996;19
FRA;WOMEN;1997;22
FRA;WOMEN;1998;23
FRA;WOMEN;1999;22
FRA;WOMEN;2000;26,4
FRA;WOMEN;2005;23,2
FRA;WOMEN;2010;26,6
FRA;WOMEN;2014;24,4
FRA;WOMEN;2015;25,8
FRA;WOMEN;2016;26
FRA;WOMEN;2017;24,2
FRA;WOMEN;2018;22,9
FRA;WOMEN;2019;20,7
DEU;MEN;1978;42,2
DEU;MEN;1989;32,8
DEU;MEN;1992;32,4
DEU;MEN;1995;31,3
DEU;MEN;1999;30,9
DEU;MEN;2003;29,8
DEU;MEN;2005;27,9
DEU;MEN;2009;26,4
DEU;MEN;2013;25,1
DEU;MEN;2017;22,3
DEU;WOMEN;1978;16,5
DEU;WOMEN;1989;18
DEU;WOMEN;1992;17,8
DEU;WOMEN;1995;17,8
DEU;WOMEN;1999;18,9
DEU;WOMEN;2003;19,1
DEU;WOMEN;2005;18,8
DEU;WOMEN;2009;17,6
DEU;WOMEN;2013;17,1
DEU;WOMEN;2017;15,3
GRC;MEN;1998;46,8
GRC;MEN;2000;44
GRC;MEN;2004;46
GRC;MEN;2006;49,9
GRC;MEN;2008;46,3
GRC;MEN;2009;38
GRC;MEN;2014;33,8
GRC;MEN;2019;31,3
GRC;WOMEN;1998;29
GRC;WOMEN;2000;27
GRC;WOMEN;2004;31,3
GRC;WOMEN;2006;30,8
GRC;WOMEN;2008;33,5
GRC;WOMEN;2009;26,1
GRC;WOMEN;2014;21,4
GRC;WOMEN;2019;19
HUN;MEN;1994;44
HUN;MEN;2000;38,2
HUN;MEN;2003;36,9
HUN;MEN;2009;31,9
HUN;MEN;2014;31,6
HUN;MEN;2019;27,7
HUN;WOMEN;1994;27
HUN;WOMEN;2000;23
HUN;WOMEN;2003;24,6
HUN;WOMEN;2009;21,7
HUN;WOMEN;2014;20,8
HUN;WOMEN;2019;22,3
ISL;MEN;1987;35,6
ISL;MEN;1988;32,8
ISL;MEN;1989;31
ISL;MEN;1990;30,8
ISL;MEN;1991;30,9
ISL;MEN;1992;27,8
ISL;MEN;1993;25,9
ISL;MEN;1994;27,3
ISL;MEN;1995;26,3
ISL;MEN;1996;27,5
ISL;MEN;1997;27,9
ISL;MEN;1998;24,1
ISL;MEN;1999;24,5
ISL;MEN;2000;22,8
ISL;MEN;2001;23,7
ISL;MEN;2002;21,9
ISL;MEN;2003;24,9
ISL;MEN;2004;21,1
ISL;MEN;2005;19,3
ISL;MEN;2006;20,7
ISL;MEN;2007;20,4
ISL;MEN;2008;20,1
ISL;MEN;2009;15,7
ISL;MEN;2010;14,5
ISL;MEN;2011;14,4
ISL;MEN;2012;14,9
ISL;MEN;2013;10,7
ISL;MEN;2014;12,1
ISL;MEN;2015;10,7
ISL;MEN;2016;9,5
ISL;MEN;2017;9,1
ISL;MEN;2018;8,1
ISL;MEN;2019;8,1
ISL;MEN;2020;6,7
ISL;WOMEN;1987;30,6
ISL;WOMEN;1988;32,3
ISL;WOMEN;1989;32,9
ISL;WOMEN;1990;29,8
ISL;WOMEN;1991;28,8
ISL;WOMEN;1992;28,9
ISL;WOMEN;1993;26,5
ISL;WOMEN;1994;25,6
ISL;WOMEN;1995;26,7
ISL;WOMEN;1996;27,2
ISL;WOMEN;1997;25,8
ISL;WOMEN;1998;25,1
ISL;WOMEN;1999;25,5
ISL;WOMEN;2000;22
ISL;WOMEN;2001;22,1
ISL;WOMEN;2002;20,4
ISL;WOMEN;2003;19,2
ISL;WOMEN;2004;18,6
ISL;WOMEN;2005;19,2
ISL;WOMEN;2006;17
ISL;WOMEN;2007;17,6
ISL;WOMEN;2008;15
ISL;WOMEN;2009;15,2
ISL;WOMEN;2010;13,9
ISL;WOMEN;2011;14,2
ISL;WOMEN;2012;12,8
ISL;WOMEN;2013;12,1
ISL;WOMEN;2014;13
ISL;WOMEN;2015;11
ISL;WOMEN;2016;10,8
ISL;WOMEN;2017;9,7
ISL;WOMEN;2018;9,1
ISL;WOMEN;2019;8,4
ISL;WOMEN;2020;7,9
IRL;MEN;1973;49
IRL;MEN;1981;39
IRL;MEN;1985;37
IRL;MEN;1986;36
IRL;MEN;1987;34
IRL;MEN;1988;30
IRL;MEN;1989;32
IRL;MEN;1990;31
IRL;MEN;1991;30
IRL;MEN;1992;30
IRL;MEN;1993;31
IRL;MEN;1994;29
IRL;MEN;1998;34
IRL;MEN;2002;27
IRL;MEN;2007;25
IRL;MEN;2015;20
IRL;MEN;2016;21
IRL;MEN;2017;20
IRL;MEN;2018;19
IRL;MEN;2019;16
IRL;WOMEN;1972;43,3
IRL;WOMEN;1973;42,2
IRL;WOMEN;1974;40,3
IRL;WOMEN;1975;39,2
IRL;WOMEN;1976;37,2
IRL;WOMEN;1977;38,3
IRL;WOMEN;1978;35,3
IRL;WOMEN;1979;34,9
IRL;WOMEN;1980;34,1
IRL;WOMEN;1985;32
IRL;WOMEN;1986;27
IRL;WOMEN;1987;27
IRL;WOMEN;1988;27
IRL;WOMEN;1989;27
IRL;WOMEN;1990;29
IRL;WOMEN;1991;27
IRL;WOMEN;1992;30
IRL;WOMEN;1993;26
IRL;WOMEN;1994;28
IRL;WOMEN;1998;32
IRL;WOMEN;2002;27
IRL;WOMEN;2007;22
IRL;WOMEN;2015;17
IRL;WOMEN;2016;17
IRL;WOMEN;2017;17
IRL;WOMEN;2018;15
IRL;WOMEN;2019;12
ITA;MEN;1980;54,3
ITA;MEN;1983;45,6
ITA;MEN;1986;40,8
ITA;MEN;1990;37,8
ITA;MEN;1993;35,6
ITA;MEN;1994;34,5
ITA;MEN;1995;34,4
ITA;MEN;1996;35,4
ITA;MEN;1997;33,6
ITA;MEN;1998;32,6
ITA;MEN;1999;32,8
ITA;MEN;2000;31,9
ITA;MEN;2001;31,6
ITA;MEN;2002;31,3
ITA;MEN;2003;31,4
ITA;MEN;2005;28,7
ITA;MEN;2006;29,2
ITA;MEN;2007;28,6
ITA;MEN;2008;28,9
ITA;MEN;2009;29,9
ITA;MEN;2010;29,6
ITA;MEN;2011;28,7
ITA;MEN;2012;28,1
ITA;MEN;2013;26,7
ITA;MEN;2014;24,8
ITA;MEN;2015;24,9
ITA;MEN;2016;25,1
ITA;MEN;2017;25,1
ITA;MEN;2018;23,5
ITA;MEN;2019;22,7
ITA;WOMEN;1980;16,7
ITA;WOMEN;1983;17,7
ITA;WOMEN;1986;17,4
ITA;WOMEN;1990;17,8
ITA;WOMEN;1993;16,6
ITA;WOMEN;1994;16,9
ITA;WOMEN;1995;17,4
ITA;WOMEN;1996;18
ITA;WOMEN;1997;17,5
ITA;WOMEN;1998;17,5
ITA;WOMEN;1999;17,3
ITA;WOMEN;2000;17,4
ITA;WOMEN;2001;17,1
ITA;WOMEN;2002;17,2
ITA;WOMEN;2003;17,6
ITA;WOMEN;2005;16,4
ITA;WOMEN;2006;17,2
ITA;WOMEN;2007;16,6
ITA;WOMEN;2008;16,4
ITA;WOMEN;2009;17,1
ITA;WOMEN;2010;17,1
ITA;WOMEN;2011;16,8
ITA;WOMEN;2012;16,5
ITA;WOMEN;2013;15,9
ITA;WOMEN;2014;14,9
ITA;WOMEN;2015;15,8
ITA;WOMEN;2016;15,3
ITA;WOMEN;2017;15
ITA;WOMEN;2018;15,1
ITA;WOMEN;2019;14,9
JPN;MEN;1965;82,3
JPN;MEN;1966;83,7
JPN;MEN;1967;82,3
JPN;MEN;1968;78,5
JPN;MEN;1969;79,1
JPN;MEN;1970;77,5
JPN;MEN;1971;77,4
JPN;MEN;1972;77,6
JPN;MEN;1973;78,3
JPN;MEN;1974;78,8
JPN;MEN;1975;76,2
JPN;MEN;1976;75,1
JPN;MEN;1977;75,1
JPN;MEN;1978;74,7
JPN;MEN;1979;73,1
JPN;MEN;1980;70,2
JPN;MEN;1981;70,8
JPN;MEN;1982;70,1
JPN;MEN;1983;66,1
JPN;MEN;1984;65,5
JPN;MEN;1985;64,6
JPN;MEN;1986;62,5
JPN;MEN;1987;61,6
JPN;MEN;1988;61,2
JPN;MEN;1989;55,3
JPN;MEN;1990;53,1
JPN;MEN;1991;50,6
JPN;MEN;1992;50,1
JPN;MEN;1993;44,8
JPN;MEN;1994;43,8
JPN;MEN;1995;52,7
JPN;MEN;1996;51,2
JPN;MEN;1997;52,7
JPN;MEN;1998;50,8
JPN;MEN;1999;49,2
JPN;MEN;2000;47,4
JPN;MEN;2001;45,9
JPN;MEN;2002;43,3
JPN;MEN;2003;46,8
JPN;MEN;2004;43,3
JPN;MEN;2005;39,3
JPN;MEN;2006;39,9
JPN;MEN;2007;39,4
JPN;MEN;2008;36,8
JPN;MEN;2009;38,2
JPN;MEN;2010;32,2
JPN;MEN;2011;32,4
JPN;MEN;2012;34,1
JPN;MEN;2013;32,2
JPN;MEN;2014;32,2
JPN;MEN;2015;30,1
JPN;MEN;2016;30,2
JPN;MEN;2017;29,4
JPN;MEN;2018;29
JPN;MEN;2019;27,1
JPN;WOMEN;1965;15,7
JPN;WOMEN;1966;18
JPN;WOMEN;1967;17,7
JPN;WOMEN;1968;15,4
JPN;WOMEN;1969;15,4
JPN;WOMEN;1970;15,6
JPN;WOMEN;1971;14,7
JPN;WOMEN;1972;15,5
JPN;WOMEN;1973;15,1
JPN;WOMEN;1974;16,7
JPN;WOMEN;1975;15,1
JPN;WOMEN;1976;15,4
JPN;WOMEN;1977;15,1
JPN;WOMEN;1978;16,2
JPN;WOMEN;1979;15,4
JPN;WOMEN;1980;14,4
JPN;WOMEN;1981;15,3
JPN;WOMEN;1982;15,4
JPN;WOMEN;1983;13,5
JPN;WOMEN;1984;14
JPN;WOMEN;1985;13,7
JPN;WOMEN;1986;12,6
JPN;WOMEN;1987;13,4
JPN;WOMEN;1988;13,1
JPN;WOMEN;1989;9,4
JPN;WOMEN;1990;9,7
JPN;WOMEN;1991;9,7
JPN;WOMEN;1992;9
JPN;WOMEN;1993;8,9
JPN;WOMEN;1994;9,1
JPN;WOMEN;1995;10,6
JPN;WOMEN;1996;9,8
JPN;WOMEN;1997;11,6
JPN;WOMEN;1998;10,9
JPN;WOMEN;1999;10,3
JPN;WOMEN;2000;11,5
JPN;WOMEN;2001;9,9
JPN;WOMEN;2002;10,2
JPN;WOMEN;2003;11,3
JPN;WOMEN;2004;12
JPN;WOMEN;2005;11,3
JPN;WOMEN;2006;10
JPN;WOMEN;2007;11
JPN;WOMEN;2008;9,1
JPN;WOMEN;2009;10,9
JPN;WOMEN;2010;8,4
JPN;WOMEN;2011;9,7
JPN;WOMEN;2012;9
JPN;WOMEN;2013;8,2
JPN;WOMEN;2014;8,5
JPN;WOMEN;2015;7,9
JPN;WOMEN;2016;8,2
JPN;WOMEN;2017;7,2
JPN;WOMEN;2018;8,1
JPN;WOMEN;2019;7,6
KOR;MEN;1989;65,7
KOR;MEN;1992;65,7
KOR;MEN;1995;66,7
KOR;MEN;1998;58,2
KOR;MEN;2001;52,9
KOR;MEN;2005;47,3
KOR;MEN;2007;43
KOR;MEN;2008;45,3
KOR;MEN;2009;44,3
KOR;MEN;2010;40,8
KOR;MEN;2011;41,6
KOR;MEN;2012;37,6
KOR;MEN;2013;36,2
KOR;MEN;2014;36,6
KOR;MEN;2015;31,4
KOR;MEN;2016;32,9
KOR;MEN;2017;31,6
KOR;MEN;2018;30,5
KOR;MEN;2019;28,5
KOR;WOMEN;1989;6,4
KOR;WOMEN;1992;5,4
KOR;WOMEN;1995;5,5
KOR;WOMEN;1998;5,5
KOR;WOMEN;2001;4,2
KOR;WOMEN;2005;4,7
KOR;WOMEN;2007;5,4
KOR;WOMEN;2008;7,4
KOR;WOMEN;2009;7
KOR;WOMEN;2010;5,2
KOR;WOMEN;2011;5,1
KOR;WOMEN;2012;5,8
KOR;WOMEN;2013;4,3
KOR;WOMEN;2014;4
KOR;WOMEN;2015;3,4
KOR;WOMEN;2016;4,1
KOR;WOMEN;2017;3,5
KOR;WOMEN;2018;4,5
KOR;WOMEN;2019;4,4
LUX;MEN;2001;29
LUX;MEN;2002;30
LUX;MEN;2003;34
LUX;MEN;2004;30
LUX;MEN;2005;27
LUX;MEN;2006;24
LUX;MEN;2007;24
LUX;MEN;2008;23
LUX;MEN;2009;22
LUX;MEN;2010;20,9
LUX;MEN;2011;18,4
LUX;MEN;2012;18,4
LUX;MEN;2013;17,6
LUX;MEN;2014;17
LUX;MEN;2015;16
LUX;MEN;2016;17,3
LUX;MEN;2017;18,1
LUX;MEN;2018;15,7
LUX;MEN;2019;17,6
LUX;MEN;2020;17,7
LUX;WOMEN;2001;23
LUX;WOMEN;2002;22
LUX;WOMEN;2003;22
LUX;WOMEN;2004;23
LUX;WOMEN;2005;19
LUX;WOMEN;2006;18
LUX;WOMEN;2007;18
LUX;WOMEN;2008;18
LUX;WOMEN;2009;17
LUX;WOMEN;2010;15,7
LUX;WOMEN;2011;15,5
LUX;WOMEN;2012;15,2
LUX;WOMEN;2013;13,9
LUX;WOMEN;2014;13,7
LUX;WOMEN;2015;13,9
LUX;WOMEN;2016;12,6
LUX;WOMEN;2017;14
LUX;WOMEN;2018;13,4
LUX;WOMEN;2019;16
LUX;WOMEN;2020;16,1
MEX;MEN;2000;20,5
MEX;MEN;2002;23,7
MEX;MEN;2006;21,6
MEX;MEN;2008;16
MEX;MEN;2009;11,8
MEX;MEN;2011;15,5
MEX;MEN;2015;11,9
MEX;MEN;2017;12
MEX;WOMEN;2000;6,4
MEX;WOMEN;2002;7,5
MEX;WOMEN;2006;6,5
MEX;WOMEN;2008;6,1
MEX;WOMEN;2009;3,7
MEX;WOMEN;2011;5,5
MEX;WOMEN;2015;3,6
MEX;WOMEN;2017;3,6
NLD;MEN;1966;81
NLD;MEN;1967;78
NLD;MEN;1970;75
NLD;MEN;1971;69
NLD;MEN;1975;66
NLD;MEN;1978;56
NLD;MEN;1979;52
NLD;MEN;1980;52
NLD;MEN;1981;47
NLD;MEN;1982;41
NLD;MEN;1983;50
NLD;MEN;1984;44
NLD;MEN;1985;43
NLD;MEN;1986;42
NLD;MEN;1987;41
NLD;MEN;1988;37
NLD;MEN;1989;36
NLD;MEN;1990;43
NLD;MEN;1991;44
NLD;MEN;1992;43
NLD;MEN;1993;42
NLD;MEN;1994;43
NLD;MEN;1995;41
NLD;MEN;1996;41
NLD;MEN;1997;39
NLD;MEN;1998;39
NLD;MEN;1999;36
NLD;MEN;2000;35
NLD;MEN;2001;32,3
NLD;MEN;2002;30,9
NLD;MEN;2003;29,2
NLD;MEN;2004;28,6
NLD;MEN;2005;28,4
NLD;MEN;2006;28,8
NLD;MEN;2007;25,4
NLD;MEN;2008;25,9
NLD;MEN;2009;25,5
NLD;MEN;2010;23,1
NLD;MEN;2011;23,5
NLD;MEN;2012;20,6
NLD;MEN;2013;20,9
NLD;MEN;2014;21,7
NLD;MEN;2015;21,2
NLD;MEN;2016;20,9
NLD;MEN;2017;19,5
NLD;MEN;2018;17,8
NLD;MEN;2019;17,7
NLD;WOMEN;1966;40
NLD;WOMEN;1967;42
NLD;WOMEN;1970;42
NLD;WOMEN;1971;40
NLD;WOMEN;1975;40
NLD;WOMEN;1978;39
NLD;WOMEN;1979;38
NLD;WOMEN;1980;34
NLD;WOMEN;1981;36
NLD;WOMEN;1982;33
NLD;WOMEN;1983;34
NLD;WOMEN;1984;33
NLD;WOMEN;1985;34
NLD;WOMEN;1986;34
NLD;WOMEN;1987;33
NLD;WOMEN;1988;29
NLD;WOMEN;1989;29
NLD;WOMEN;1990;32
NLD;WOMEN;1991;33
NLD;WOMEN;1992;31
NLD;WOMEN;1993;31
NLD;WOMEN;1994;32
NLD;WOMEN;1995;31
NLD;WOMEN;1996;32
NLD;WOMEN;1997;32
NLD;WOMEN;1998;31
NLD;WOMEN;1999;32
NLD;WOMEN;2000;29
NLD;WOMEN;2001;25,4
NLD;WOMEN;2002;24,5
NLD;WOMEN;2003;24,3
NLD;WOMEN;2004;22,3
NLD;WOMEN;2005;22,1
NLD;WOMEN;2006;21,7
NLD;WOMEN;2007;21
NLD;WOMEN;2008;20,8
NLD;WOMEN;2009;19,8
NLD;WOMEN;2010;18,8
NLD;WOMEN;2011;18,3
NLD;WOMEN;2012;16,3
NLD;WOMEN;2013;16,3
NLD;WOMEN;2014;16,7
NLD;WOMEN;2015;16,9
NLD;WOMEN;2016;15,2
NLD;WOMEN;2017;14,1
NLD;WOMEN;2018;13,4
NLD;WOMEN;2019;13,1
NZL;MEN;1976;40
NZL;MEN;1981;35
NZL;MEN;1983;35
NZL;MEN;1984;34
NZL;MEN;1985;30
NZL;MEN;1986;29
NZL;MEN;1987;31
NZL;MEN;1988;29
NZL;MEN;1989;27
NZL;MEN;1990;28
NZL;MEN;1991;27
NZL;MEN;1992;27
NZL;MEN;1993;28
NZL;MEN;1994;28
NZL;MEN;1995;27
NZL;MEN;1996;26
NZL;MEN;1997;26
NZL;MEN;1998;26
NZL;MEN;1999;26
NZL;MEN;2000;25
NZL;MEN;2001;25
NZL;MEN;2002;25
NZL;MEN;2003;24
NZL;MEN;2004;23
NZL;MEN;2005;22,5
NZL;MEN;2006;21,9
NZL;MEN;2007;19,3
NZL;MEN;2012;16,7
NZL;MEN;2013;16,2
NZL;MEN;2014;17,2
NZL;MEN;2015;16,1
NZL;MEN;2016;15,6
NZL;MEN;2017;15,1
NZL;MEN;2018;14,3
NZL;MEN;2019;13,9
NZL;MEN;2020;12,2
NZL;WOMEN;1976;32
NZL;WOMEN;1981;29
NZL;WOMEN;1983;31
NZL;WOMEN;1984;31
NZL;WOMEN;1985;30
NZL;WOMEN;1986;31
NZL;WOMEN;1987;28
NZL;WOMEN;1988;29
NZL;WOMEN;1989;27
NZL;WOMEN;1990;27
NZL;WOMEN;1991;26
NZL;WOMEN;1992;27
NZL;WOMEN;1993;26
NZL;WOMEN;1994;26
NZL;WOMEN;1995;26
NZL;WOMEN;1996;26
NZL;WOMEN;1997;27
NZL;WOMEN;1998;24
NZL;WOMEN;1999;25
NZL;WOMEN;2000;25
NZL;WOMEN;2001;25
NZL;WOMEN;2002;24
NZL;WOMEN;2003;23
NZL;WOMEN;2004;21
NZL;WOMEN;2005;22,5
NZL;WOMEN;2006;19,5
NZL;WOMEN;2007;17
NZL;WOMEN;2012;15,8
NZL;WOMEN;2013;15,1
NZL;WOMEN;2014;14,3
NZL;WOMEN;2015;13,9
NZL;WOMEN;2016;12,9
NZL;WOMEN;2017;12,6
NZL;WOMEN;2018;11,9
NZL;WOMEN;2019;11,1
NZL;WOMEN;2020;11
NOR;MEN;1973;51
NOR;MEN;1974;53
NOR;MEN;1975;48
NOR;MEN;1976;49
NOR;MEN;1977;44
NOR;MEN;1978;45
NOR;MEN;1979;43
NOR;MEN;1980;42
NOR;MEN;1981;40
NOR;MEN;1982;40
NOR;MEN;1983;42
NOR;MEN;1984;42
NOR;MEN;1985;42
NOR;MEN;1986;39
NOR;MEN;1987;40
NOR;MEN;1988;41
NOR;MEN;1989;37
NOR;MEN;1990;36
NOR;MEN;1991;36
NOR;MEN;1992;37
NOR;MEN;1993;38
NOR;MEN;1994;35
NOR;MEN;1995;33
NOR;MEN;1996;34
NOR;MEN;1997;35
NOR;MEN;1998;34
NOR;MEN;1999;32
NOR;MEN;2000;31
NOR;MEN;2001;30
NOR;MEN;2002;29
NOR;MEN;2003;27
NOR;MEN;2004;27
NOR;MEN;2005;26
NOR;MEN;2006;23
NOR;MEN;2007;22
NOR;MEN;2008;21
NOR;MEN;2009;21
NOR;MEN;2010;19
NOR;MEN;2011;17
NOR;MEN;2012;16
NOR;MEN;2013;15
NOR;MEN;2014;14
NOR;MEN;2015;13
NOR;MEN;2016;13
NOR;MEN;2017;12
NOR;MEN;2018;12
NOR;MEN;2019;9
NOR;MEN;2020;9
NOR;WOMEN;1973;32
NOR;WOMEN;1974;32
NOR;WOMEN;1975;32
NOR;WOMEN;1976;32
NOR;WOMEN;1977;30
NOR;WOMEN;1978;31
NOR;WOMEN;1979;33
NOR;WOMEN;1980;30
NOR;WOMEN;1981;31
NOR;WOMEN;1982;34
NOR;WOMEN;1983;32
NOR;WOMEN;1984;34
NOR;WOMEN;1985;32
NOR;WOMEN;1986;31
NOR;WOMEN;1987;33
NOR;WOMEN;1988;35
NOR;WOMEN;1989;34
NOR;WOMEN;1990;33
NOR;WOMEN;1991;33
NOR;WOMEN;1992;32
NOR;WOMEN;1993;36
NOR;WOMEN;1994;31
NOR;WOMEN;1995;32
NOR;WOMEN;1996;33
NOR;WOMEN;1997;33
NOR;WOMEN;1998;32
NOR;WOMEN;1999;32
NOR;WOMEN;2000;32
NOR;WOMEN;2001;29
NOR;WOMEN;2002;30
NOR;WOMEN;2003;25
NOR;WOMEN;2004;25
NOR;WOMEN;2005;24
NOR;WOMEN;2006;24
NOR;WOMEN;2007;22
NOR;WOMEN;2008;22
NOR;WOMEN;2009;20
NOR;WOMEN;2010;19
NOR;WOMEN;2011;18
NOR;WOMEN;2012;16
NOR;WOMEN;2013;14
NOR;WOMEN;2014;13
NOR;WOMEN;2015;13
NOR;WOMEN;2016;11
NOR;WOMEN;2017;10
NOR;WOMEN;2018;11
NOR;WOMEN;2019;9
NOR;WOMEN;2020;9
POL;MEN;1996;43,8
POL;MEN;2001;37
POL;MEN;2004;33,9
POL;MEN;2009;30,9
POL;MEN;2014;28,8
POL;MEN;2019;20,8
POL;WOMEN;1996;20,5
POL;WOMEN;2001;19,5
POL;WOMEN;2004;19,3
POL;WOMEN;2009;17,9
POL;WOMEN;2014;17,2
POL;WOMEN;2019;14,1
PRT;MEN;1987;33,6
PRT;MEN;1996;32,7
PRT;MEN;1999;32
PRT;MEN;2006;27,2
PRT;MEN;2014;23,5
PRT;MEN;2019;20,2
PRT;WOMEN;1987;5,1
PRT;WOMEN;1996;7,6
