"idPop"','"Sexe"','"annee"','"taux"','"idP"
('28TOT1995','TOT','1995','43,6','28')
('28TOT2003','TOT','2003','32,1','28')
('28TOT2006','TOT','2006','33,4','28')
('28TOT2008','TOT','2008','27,4','28')
('28TOT2010','TOT','2010','25,4','28')
('28TOT2012','TOT','2012','23,8','28')
('28TOT2014','TOT','2014','27,3','28')
('28TOT2016','TOT','2016','26,5','28')
('28TOT2019','TOT','2019','28','28')
('29TOT1960','TOT','1960','51,5','29')
('29TOT1961','TOT','1961','51','29')
('29TOT1962','TOT','1962','49,5','29')
('29TOT1963','TOT','1963','48,5','29')
('29TOT1964','TOT','1964','47,5','29')
('29TOT1965','TOT','1965','48','29')
('29TOT1966','TOT','1966','49,5','29')
('29TOT1967','TOT','1967','49','29')
('29TOT1968','TOT','1968','49','29')
('29TOT1969','TOT','1969','49','29')
('29TOT1970','TOT','1970','49,5','29')
('29TOT1971','TOT','1971','46,5','29')
('29TOT1972','TOT','1972','46,5','29')
('29TOT1973','TOT','1973','46','29')
('29TOT1974','TOT','1974','45','29')
('29TOT1976','TOT','1976','42','29')
('29TOT1978','TOT','1978','40','29')
('29TOT1980','TOT','1980','39','29')
('29TOT1982','TOT','1982','35','29')
('29TOT1984','TOT','1984','34','29')
('29TOT1986','TOT','1986','33','29')
